seller_id,seller_zip_code_prefix
6560211a19b47992c3666cc44a7e94c0,5849
1f50f920176fa81dab994f9023523100,15025
4a3ca9315b744ce9f8e9374361493884,14940
cc419e0650a3c5ba77189a1882b7556a,9015
da8622b14eb17ae2831f4ac5b9dab84a,13405
955fee9216a65b617aa5c0531780ce60,4782
