product_id,product_weight_g,product_category_name_english,volume
5d7c23067ed3fc8c6e699b9373d5890b,250.0,fashion_bags_accessories,640.0
5e21d5cab5d33e770d8150a4ee6117db,200.0,watches_gifts,352.0
7e6c4a0bf900e259f50ba63331fd2785,250.0,watches_gifts,352.0
02475368dfb38934fe55f574024fe1d7,250.0,watches_gifts,352.0
526f833e1eb0a32ad9351145a761b9ab,250.0,watches_gifts,352.0
57f2bc497c1a3ebe41ba7a06d78ed159,250.0,watches_gifts,640.0
bf06a69bb27c58156391de458700f3e7,300.0,watches_gifts,352.0
5403528d987ad26e8d7cb25940411987,250.0,watches_gifts,352.0
e70f7c188cd2c0f01a1f6b35411cc481,250.0,watches_gifts,352.0
aa8d88eb4b9cb38894e33fa624c4287f,250.0,watches_gifts,352.0
2136c70bbe723d338fab53da3c03e6dc,200.0,watches_gifts,352.0
6c321ed0f47858a8650f4104771224b5,300.0,watches_gifts,640.0
a92930c327948861c015c919a0bcb4a8,250.0,watches_gifts,640.0
8bd822c04ee6a8292a7b0debc3dbd74a,200.0,construction_tools_safety,352.0
186fe07c8b8005ec6a498587ffbc1352,200.0,watches_gifts,352.0
31b8c37adb9572ed34757d9368d987ac,250.0,watches_gifts,640.0
77fa3381855b6763c52ca3b72824f508,250.0,fashion_bags_accessories,640.0
44d097d59e8430f88a67517cd0c4f865,350.0,fashion_bags_accessories,640.0
4e064cdbe4079c84a33181a96cf5609b,200.0,watches_gifts,352.0
87cb507e0daa37bbf34956fd59eba832,250.0,watches_gifts,352.0
555cdc8ae3abc9870afa02367539b799,250.0,watches_gifts,352.0
d8f254be723da6488610b42935533b05,300.0,watches_gifts,640.0
423b46d7ff817b1cd19ab195c7b76546,200.0,watches_gifts,640.0
16bf176650a888512655cc94f61860e3,200.0,watches_gifts,352.0
374fb6698c278b6af1c7b7c8fb95585e,350.0,watches_gifts,352.0
198ec19b3806cc2ad217e159e4e09d58,200.0,watches_gifts,640.0
4b6b3a7072d549354c3743dedbf4170a,350.0,watches_gifts,640.0
b6b76b074ed0d77d0f3443b12d8adb5e,300.0,watches_gifts,640.0
7f064525eaaa1ce9d22c085f7ff5413a,250.0,watches_gifts,640.0
d017a2151d543a9885604dc62a3d9dcc,250.0,fashion_bags_accessories,352.0
b01d34f6d2545269d348181768eca049,150.0,watches_gifts,352.0
e4e5cbc0077aa2c7aacbe435166df909,250.0,fashion_bags_accessories,352.0
38b5079a807bb9f22ddfa46f929accee,200.0,perfumery,352.0
27672da99215b426dc0ced05731bccc6,200.0,fashion_bags_accessories,352.0
c3ba4e8d3cb30049213b682e751e9d00,350.0,watches_gifts,640.0
2d27434c710806b971a721da337a112a,200.0,watches_gifts,640.0
86c43103446290e7efacad3701cd654d,250.0,watches_gifts,640.0
8a5835aeef83efa6aa947f84f92deb0e,250.0,watches_gifts,352.0
3eebb0207da828bf5376257ceca70959,250.0,watches_gifts,352.0
eca26be90d3b3454dd69a13a05bdb46e,200.0,fashion_bags_accessories,352.0
723f62c36c298037716bf60c0ad0df3a,250.0,watches_gifts,352.0
31d6f0a621ee145ae8c70304cf564483,200.0,watches_gifts,352.0
d2d39433df84064b1556612cc52cefca,250.0,watches_gifts,640.0
d103baa8d35783ff2772704ed17ddd45,250.0,fashion_bags_accessories,640.0
96ff741d2c7879406ec3054d6b2a11c8,200.0,watches_gifts,352.0
7703b8cb5b77fbb36518ea91e2ca734f,250.0,watches_gifts,352.0
d3257d83b50d04301c9d969a0e2ec4ee,250.0,watches_gifts,352.0
9c7ce59c96e74dfdfc51f13a4a6c3869,250.0,watches_gifts,640.0
3096d513ef378c2f6b32b7f4f42a471a,400.0,watches_gifts,352.0
5215505db2113a032810c3644c346a38,250.0,watches_gifts,640.0
5c692818d313aa12864b48ac0c2472c2,200.0,watches_gifts,352.0
2f70195374f6c3d3c6542edf5bd17c8c,250.0,watches_gifts,352.0
2e6f3959fac9a271f1d1610c30d4b95c,200.0,watches_gifts,352.0
380b4664ba5bb18cc9db78ee6bac3558,250.0,watches_gifts,352.0
9686ff1a707a2d304c547f82535c5ee5,200.0,watches_gifts,352.0
15fdd6032f35d4add5066fb90be28630,950.0,watches_gifts,640.0
6c55ba2343f9df32c7f88a468352ff22,250.0,watches_gifts,640.0
d79c712e7afe8f0fd59b749ee1e4fc97,250.0,watches_gifts,352.0
a367f823feb49954fedb4f4a43ad9db2,300.0,watches_gifts,640.0
936a034fe3b07b7ae7c87fc8ceb0749d,450.0,watches_gifts,640.0
1c4de4dd53a801716c8a3a2cf51f35fa,300.0,watches_gifts,352.0
c708ba7c6269161f89ce0683cdd7c432,300.0,watches_gifts,640.0
060f0122cdc8f25db4a0d7359fdae7b0,250.0,watches_gifts,352.0
39b86f4e3aedf22731990099a660a6f5,200.0,fashion_bags_accessories,640.0
dc52f0f5d3ec37a93eaf956cde4e5d2c,400.0,watches_gifts,640.0
c756c946d61f5ffc068418badfb6302c,250.0,watches_gifts,352.0
1600dcf1cea8c0c83702e07b577ab231,250.0,watches_gifts,640.0
a7f2b139c27a47d32a6ab4529c65c134,200.0,watches_gifts,352.0
3de4498dcdded5abe7349bd43c401c1f,300.0,watches_gifts,352.0
0dce093fc7ec4dec214256df878e3c08,200.0,watches_gifts,1056.0
0bdd9a52d192d64770e33ae559512478,250.0,watches_gifts,640.0
126abb319a746b23254ef06ddf10181d,450.0,watches_gifts,352.0
40c7fdb4c192c7df52431d1b079f9026,150.0,watches_gifts,640.0
17ad136b7421ea8690fded631b651158,250.0,watches_gifts,640.0
4a0938478787f49dc07af734b86be96c,250.0,watches_gifts,352.0
907539b8216ca1250e5e974b4047699d,500.0,watches_gifts,352.0
7e48d9554094858ee2269c4ef809f50e,200.0,watches_gifts,352.0
8afd2ec5bf821e4d1a061e7ca31cac24,300.0,watches_gifts,352.0
6fd82d8f842424334fedf31190e54d24,250.0,watches_gifts,640.0
a84d0660dbffebf352aefbf1a6b18d00,250.0,watches_gifts,640.0
0f370babdc8148e1dd9d4bfc3235982a,200.0,watches_gifts,352.0
e2bb00220a167d9e60b6776ac33717bc,300.0,watches_gifts,640.0
6800d91175b6abde04b1d70ff2474746,225.0,perfumery,4536.0
b1f47dd699f91241d4e89d27b212a4d8,250.0,sports_leisure,352.0
d249623077b8906276b8d77ced95f8c4,150.0,fashion_bags_accessories,352.0
ba17dd83b93da33a4483ba301644f40a,250.0,watches_gifts,352.0
1fa0faff5eafb13003f9559ebe6becb3,200.0,watches_gifts,640.0
b3bce4552b02817249347cc257c9e61a,200.0,watches_gifts,352.0
d2c7a1e57b8f3e74095798f867334b36,300.0,watches_gifts,352.0
69523f67543ff9ea6b1a15858fb59b3b,200.0,watches_gifts,352.0
e06f99e79036d681effa3de75989bf22,200.0,watches_gifts,640.0
a1250bbcaa645885c9165eab1573b5c6,200.0,fashion_bags_accessories,640.0
6c4d1dce076249f2314ac8f3fc3cc7d1,350.0,sports_leisure,640.0
65b96f012e6206481aeb67d31dd9b146,250.0,watches_gifts,352.0
0b2c18d8e73e17348a011241525cb089,400.0,watches_gifts,640.0
3264eb8097906cea4af2f4a56e2447ed,200.0,watches_gifts,352.0
d47591e510ca45b6546c65973f772643,200.0,watches_gifts,352.0
b84520a57891e7a8ae2c68741dcc7146,250.0,watches_gifts,640.0
a09fb9f597a4b8a13ab0c72d70c77081,250.0,watches_gifts,352.0
97170c28efde1b426f1c52348fe1c086,200.0,watches_gifts,640.0
202bd859659a841de892b00c341300ff,200.0,watches_gifts,352.0
dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,200.0,audio,352.0
54716da70a63aba6d2edb21f14d75e31,250.0,watches_gifts,352.0
cae7248e9bdfda82584faea19dbf793f,300.0,watches_gifts,352.0
dd1247b741df1771259ee7beb0e4b8fc,200.0,watches_gifts,352.0
e8ac63e69971f9cf0bd7a7f78b8841ab,450.0,watches_gifts,352.0
2cbc1ae9dc8c4d81b096db0ee01ae0e6,200.0,watches_gifts,352.0
924b2122bcd5d6eb53d37a167d3b1d47,250.0,watches_gifts,352.0
ff55834c0b3272853dfe62340f2bb91b,250.0,watches_gifts,352.0
5115d8cd6438c0c4d8abdf38d5d41ebd,350.0,fashion_bags_accessories,640.0
