order_id,distance
36321eba7223a1e5371a446405480aa2,81.0
3634230a0d22927e0e78de347439ff41,1012.0
363424d26d96395e168488b25d4b9efc,189.0
36342aa6ddb0a6fed1dd9ec53a6074ed,200.0
36344f0d9c19b77add7676d9fd40d9d7,370.0
363659036e23f1e7b77d6368e25b1f08,106.0
3636e49ba7039156231c33afc15f1dc7,456.0
36377e52aa9971718dd22913580b7799,501.0
3637b54ea3991c5c9471dd8c9e77ab7f,350.0
3637d99e5d76dd27c46e8c423c4c58c9,794.0
363814e98fb75811e4465c3b7fc84ca5,1344.0
3638e3fbf46689f0ce1cc201bb343d4d,613.0
363a9cad1728c3e133254825f3e853cf,830.0
363aa2fb205fb8cc8568919310f793aa,2380.0
363b0ca1f6415ac4da76eb3a3d91f191,405.0
363c28b78897354ff4e126dfe41f2890,334.0
363c3c7c87e46fc1262fbd46cf22daad,472.0
363c9dd272c47a3ce068f09c80feb7e2,665.0
363db2084f02a7975229da39cd0ca573,163.0
363ef87a97dcef74ca5b91ca4a415f3c,33.9
363f10f9a33417de0135b77187a5222b,439.0
363f361d96879a18985ac3928c978159,884.0
363f3d1dbcb3b03d17ba62e6904dd353,19.8
363f71c17d9b18f15c891f495e6fe713,698.0
363f8154ce0860b9c0c5a4c09e9f619c,9.8
363fe8f62de97e4334f5c88e3d9e73a8,88.9
3641f9fa33b23a96ddef8d28f440d8db,1102.0
36420a143847ed4a3a7856f3803ec78b,434.0
36427c26a33be23e4e8867d9a8245688,124.0
3643f070f0ecf3a35acc73cc863b296f,213.0
3644344c9ad371ecfc67c6cbeb93531c,1574.0
3644a0f31cdec4bf8c4b7b9285a21c9b,313.0
3644e8655109be6d27d6e4d9114692b9,2641.0
36450fdd3cb1533803539fee6245b508,1149.0
364578a2d4829f6a7aeccb9f1e25f5be,34.2
3645c66b5c03384bc97063c45b29acd7,399.0
3645d00093a926152b82312c5db8984f,13.7
364902ee32c640aa17aa3c6dd3f3f7ac,2461.0
36496983bcef05ef8cf855bbcf5d23ab,439.0
3649c428a77ac1530029dbfb706a02ee,1871.0
364aedfbbc0fa797cdee61d4dc4d2dcb,651.0
364b5f3b94152788007c68501e6c79b9,507.0
364bfe8be0f9a89a9a817d0e8ecd859c,445.0
364ced4c215dfadfacf5ee28844f4c83,1430.0
364d3755f83aedf6ca7ca34f96b5516b,22.8
364d745d7d2b5bc2dd6348b8e71b5d03,138.0
364d9b97d95d0b5128f8c03467a03f04,451.0
364d9bdfd849c1092558945df309c280,30.3
364ea3582bbe134bec58a6e192aa6390,1082.0
364f4189ee16cf9d0af49a63955862d2,145.0
364f451ee38a4268d7c15d317021eb35,333.0
364f6a92b4afc67ac3104f92bec22ba8,560.0
36534fe142509f207606ad15c006b7dd,18.4
36536e349dc6c5be3197657bf27675da,1695.0
3653a619f7a0b6e676d9dab8755581aa,929.0
3653ba2a669b704adc9d572f511941d9,2424.0
3656fe1c2f4a269235d18fc325aecb13,83.4
3657d83f0ccdda70b89b5ae9e6fdb07c,933.0
36581e1238aa28c3d912c1574ba976fd,675.0
365929ae2a3877d3590589ad75b39d20,227.0
365a1b0dc5465b589146a0b7a504183e,125.0
365a29772a912d0662071fa7572fdebe,2608.0
365a8708db2878154916b372f72e17ef,1967.0
365e182cfed9e7f3b3b0bd04ce2251e2,1020.0
365fb819701436011708b1be4a1d4810,34.7
3660db6c1a7919853db1ef6f820a301e,429.0
3660e114692157e805cdd9f04e83d9e9,540.0
3662bd55e74767e3a5f39573beae83b5,439.0
3663b949b55f8b8025f32210ab79cfc9,855.0
3663c0f887191044441077fb3564dc94,146.0
366446679f4ddbffb2d8934f1abef1f8,680.0
3665babae79dfad7eb45a5727408c98b,605.0
36683f777b9845c20b2721501c1e67dc,539.0
3668477773eb5474d397777749d44f08,541.0
3668a28064ef9032629644a5a53e0bf9,517.0
3668ab500cf3bd43c55190cd48dc1925,1551.0
3669a1658de0b6df4a21845696974094,682.0
366ad1dd93fb7f77b686017bc779447b,538.0
366b4b0bfae819ac43feb2b2ef5821e8,1211.0
366b94daa22781675a0ffffbcbd517a9,497.0
366cd70c12d03e78401252dea8e27bf4,106.0
366d799ad8ce30435d27ed0f7e3eca9d,113.0
366df9c0b0d5d46f8afc476dc4ca7671,3799.0
366e36538aace156a4d280994494b604,1673.0
366f322ad95ebd9a14346c9f8425a68b,95.5
366fb8cd92296c6541132ab4cbb28bac,477.0
367085f34fdfc417d0087dfeab08ad73,2308.0
36712c988ad3e0ce061946fffbdbbe2b,1214.0
3671c63de5b229f79f8ada4644a3d995,70.8
367258cb8adb7d125d3c49861d32497f,2668.0
3673cae7ef1425da5877d8b90e81a3f8,419.0
36740de778429748e1ff6077c7d85e5f,172.0
367464e5d1a4656c498410bf2523ed78,1135.0
36749cbf5c327d95990050cbaa0f41fd,557.0
36750bfd3e70a5f8f95edf2e28f1d60e,503.0
3675bad64212bdf96c5062ea051384e1,3090.0
3675f490195ac2070f7f45581da241c9,671.0
36760dfa6b15cbace6f34324bc4d52b1,2665.0
3676b8a38151270ac285f2fa3c564772,58.4
36771b8397722fea49a6ea5a0255c985,15.6
3677265b3eb6f14577f63e2483b87882,640.0
367733070da9a9f5f70e9a9cceb99ea3,25.8
36782087b0d4f8cd6daa340872006259,206.0
36783db8698edf3ba7585d93b5a1c4bf,360.0
3679e0339c071380b211099f6dfb8729,1951.0
367bbb94b4958aaa8dcfc0c9f920a948,532.0
367cead10022c703e2a1529c52699ac4,890.0
367d03bf43c911607f20c60d4be1032a,8.1
367d3cae768c0b4e7a9aad6ba7bd31db,483.0
367d9f6d184cf1d060d92bdc71810d2e,4007.0
367feab81137b698b971aa3bc25233d7,133.0
36815333081d25c7dcb347185e93d073,82.4
3681bab4effe9b62e6ad70e65a7637de,667.0
36826a38055b8ac7c996807317982824,587.0
3683a05264a0926a8c06607f4623a0a3,569.0
3683a64548d4008fcbcd5e9188803b86,558.0
3683d42ef26919be1aea9cbbed4dc1fa,1458.0
3683eb727daa8e1c605aeabd87b02445,112.0
36869aecba8d52a09823c891345e0e32,1029.0
36870d717737ef5f4b201e7787c3ea6f,644.0
36887f26ba41322fdfc422db106a7b05,164.0
36889515282d4ef83999a8332ef9f4cb,1001.0
3689194c14ad4e2e7361ebd1df0e77b0,131.0
3689526fafad22de181f6e9230bb4d49,1689.0
3689c2503baba1c0879d94cdbe6d6d60,2153.0
368a043a6f85a5f28260b822823c5e89,485.0
368a807c54f9394cce9b885904db58ee,1116.0
368b20312c68710e9d75cbb5cef5c469,1011.0
368b6ae3d06e7116cfbfaf1b888becb6,323.0
368be3e65256098afbe3903548d47912,257.0
368bfb99b55659800eea12a0476b0b70,987.0
368df49737936bddc9d47a700a1920b9,495.0
368f8d217d97abd561399215e13db4e3,2598.0
36902bbe975a558efb33459b1cc8eb5b,592.0
369096250e5b27d687c9435d577ab29c,352.0
36909b609792791f7f50d7cff2b5a0d6,11.7
36916e0f43f5ad1dd22a95d872a634ea,895.0
36920eac7bd8263fab6d162476986d90,96.2
3692c711f70b60feeedb43ae77e87980,377.0
369634708db140c5d2c4e365882c443a,530.0
36963a629da6c57d926df8f37a9e63a9,462.0
36970c35cfe02cb355e55690bae4ac02,1440.0
369736d4fdf5f12b5b823fe2abb3e485,40.8
36989eb07a0de2d3d3129eea35553875,1248.0
36995f50cacc28693fffcdb6af6cfedc,766.0
3699ca6aff3879a2990159cd64537303,2321.0
369b845bc7aec357372149df304bd341,670.0
369c055c7ea13627ab3d3100c5af3e8b,29.2
369cb139024a5e7dcc497edd71a6f244,677.0
369d712be6f3792951adcc38c6762157,68.5
369d7f9f1c7cf25b5b840af3ddcc105b,968.0
369eee143e91ca7a46cdddc5f679e1f3,605.0
36a179cea5792575e6b9682f13e44287,2123.0
36a21ebc447622cc9eb08312851c256c,429.0
36a2993f853a2f6132cdda1475bf2acb,457.0
36a37af508b09e391728ea24f49f656c,275.0
36a423301e22ec2c1911afa7e7c7c48c,436.0
36a55da00696783d804dcef6c490cbf9,2869.0
36a5f7874214018b33203105921b523a,59.0
36a5fd80b9f8ee414ac234368584a876,71.1
36a6432a0a4312955a3e57af99e83b80,885.0
36a654dce46c360c165a2c3e8f54a42a,534.0
36a68e6b52a57372c76d664128ae25e6,494.0
36a79c8b08508519935e9179e1958413,132.0
36a808b6fa3c174f916654743fa82b1f,18.9
36a924d21368a46d4ed120b8adb1dc3d,1430.0
36a99d1efdc9f0b6d7a7f793d0f304b0,102.0
36a9a3f459c7b3416f1caddf4d238f03,1917.0
36aa2198c0e91257b4b146cc25267a45,2554.0
36aa4db4428eadc81e109f8ffbc0b5d4,40.5
36aa7a4fce4353a2a7f6d2aa9448900f,953.0
36ac24408c8961fa716d34c9cb8aaf17,314.0
36aca7635fb851ae5aeee3b8043cd732,504.0
36acd0e7abb8ba0ac7fba360e09c5451,108.0
36af11f74568a0546f14fc0e5a0c2851,1425.0
36af5b0b0ededbf6f30d1d809f05536b,404.0
36af952fa00b09aef1c4c6020442a819,140.0
36afb06434ab81a7645257e4cf980c2c,88.2
36b036769c93a2e59324ac996fb51e2b,263.0
36b12d9500838b05b9b9e8e3e13d2745,455.0
36b29d751a3c14a1b9be3bf8321412ff,871.0
36b33af016121e29d4fa1c46c492f656,3334.0
36b3e868e7c59377f81266ad905cbdb5,1208.0
36b513ae01c274c623245660d7069dfa,1439.0
36b53be88597f8fc8af05d1a35c0dc45,559.0
36b5cc783d21a08a8a8f6cf537de2153,163.0
36b65b129c6d1404bbbb77935829a338,158.0
36b746722f243c380682b35477411750,426.0
36b7b9c89099230dbecdcde16e84c1cd,470.0
36b8a8489ea76d561b88cf2d22bd965b,906.0
36b8c4e12c328ee0e0f34e9ef635852a,73.0
36b8ca63eb9822b5f68630749ff70e32,309.0
36b99cb18912a8b79b8b49685d71503a,626.0
36bc3158d94ee7eb9405f0ac77259d07,440.0
36bcbda035e6775be01e15081157c4aa,531.0
36bd9a684be63b7aed450f82d31727f0,68.3
36be18e3150e2d20d92f20b5c11863ac,133.0
36bed4b6f0c3a5086108ff51d0afa4dc,1178.0
36beeab200d5cfc98103d1fe0b00669d,289.0
36bf83403fbfa11f0cf0691bb545752e,164.0
36c03fb1172cec1edee00c380e3ae9ec,1007.0
36c048c109a2a9cedf85acc388be9f57,453.0
36c0722e0453446bb2f1880e2da3bc7c,605.0
36c1e781ba921a540893e160e063c581,293.0
36c2be04c43db09655628dc1658e5c97,54.7
36c2f882bdb22101a7491e871578f15e,435.0
36c3bf59155e236837a7044dc3821b1a,116.0
36c5444b254b4f1810d3ece9523fca71,267.0
36c5f3a78f376336e24d70aa62f73c7b,1040.0
36c5fe2c0135722473e275b3f5accd74,20.2
36c63c436db70954885798ade7b2e30f,987.0
36c68e2e8ad21203f7f149a315550bb7,43.9
36c7f50567d882b974a2294acf6f15c3,535.0
36c7fab784bf8876dca0c2c59183e692,448.0
36c837ea192cfeb737b78024800b3cb3,532.0
36c9568c1d0f5ff00d0d9d52a2b8ec18,63.9
36ca3c87ca7562cf9be42d80a0abe097,585.0
36cad69053608ab058c6d470d4be06a1,155.0
