order_id,distance
0068fb0e223115e911d362627e8b8800,654.0
00c2335723b9b74668062e946dc66621,639.0
024554aeb0da84476f1c31a711e0990c,1546.0
07bebda8aee4b9a600d9c2c1a73f93a5,1546.0
0dfc5762a0ff5c737811e18023883a86,1545.0
10710544d8adf2b743de71711a372fa2,622.0
1227f9af3b2ddb0b95060aab8e5b3dc7,1434.0
183e1cca7e6e1aa97b65598a1b2fe6ea,1696.0
1908ed707b93dea3b6f1cf86ec20f1f1,359.0
1d8c5225cf536be1cf53c5bb8d456e7a,547.0
1dc23ddb9b0da103fa2b711855d60c76,2963.0
203f106e5b8bad1587426f019709014a,1573.0
20ed2a2a62a766cbb3f2636a85ce3eab,549.0
28cc666d3c85564ac6854085a36582fb,12.0
2a4a59ba2f6ffd2ab64d38122a957cba,7.6
2d5300bba84cf82131127fb8661c095a,490.0
3018245b4917c2d6e6ad5deb7a5cc600,1442.0
30b0ea32347476f4b427daf62e09a5bb,856.0
30b7a7da48765c0f01627fe593e88358,1102.0
31e919190f59dd6dde547000ab20a612,2479.0
32be8f17cc988f8a0a52deaa64576dc2,46.8
36ddc5f19d31a8d744d01bbbd1d11321,658.0
381c217ee7fe965c547e4af4c8a70b75,700.0
3aba1edcd69ec930c8c006a5e9f0854c,1472.0
3c25eb3ea386cf546da2ec2f471aa6b9,1137.0
3e7433883ed362df81977e1b24e3d6ec,601.0
43e16679b4c9df0ae3d5fefa59a34ff4,1392.0
478887cd708081a72d53f271fe615bae,1534.0
4ac8967b6c44825655969aa13a7e6213,38.1
4e77f81a29bcffe4eaf68247167bf623,64.2
50345d40b0f9c76464f67c9971bf823e,228.0
50517e1413e46c6df586274af938d47e,26.7
51f2bc977a4fb1086e3521f501645ddc,96.4
5334316e328fbb4a7286479768342ad5,447.0
534a285e4e770b1bfbb710c8d45ea5b7,1547.0
53be479f3b3486d26abed234b365a359,1562.0
59eb76a0fd6569a54967456dad8142ef,443.0
5a92b60d387be04eb53698b2f8b9b043,104.0
60229238a1d7386617d6f8352e246cbf,509.0
62f3b85438e9485d84c4940776f9ed67,322.0
62f45e4a3ac45d14c761131a05fc32cf,631.0
6c5cccf873a409e565ece5d56bf5a49a,2015.0
6d983186ed41c01b43e558f2d7a68010,1926.0
72d4db7bdeb8827a6dcdb6a40f7149c4,2549.0
771fbabfc064df2faba7d317dda924b4,1540.0
79310e415e87a7c31dde5926215d3469,1199.0
79a1e2d3510d26bc14308f2e691a9804,2043.0
7b4da8a23b304605ffac1da44f1e7017,1526.0
7c62cf0327c291a9f3d7d3394b4c0166,1545.0
8616397296bf3ac1cc07c21a5c457894,1542.0
88ab23508366bde2dc715c9f05236499,2019.0
8a0164c3828be538fd5a402c8bcca508,411.0
8c4cdabda1d5bb51b03c8f034de4cd32,669.0
942c437934a994c52629e74e23787f26,1183.0
952ae74fec51be4a3dd2b542bd77843d,20.9
9559e0b00c67d159a266152428f85615,374.0
98c054318dc270816f8357351ffc4449,85.8
9a2ce34bdd75611944aecbd0dfc9cbbe,48.9
9a50b650295303f506477ad430996e9d,33.0
9b2504f4428a8a4d047d22a966df321d,36.2
9cb4f8b17250c5cf99d923b8a66c0f33,906.0
a45006ef91228905575d115da011049b,641.0
a472cc850b21b27f04a2b80546d3910e,650.0
a910f58086d58b3ae6f37aa712d377b9,1547.0
a9ddf1f40e51ec5d1c828564cef4d92e,642.0
aac3c51b49db3aec97b0a15c9fa64ac4,1585.0
b221f4ca79ae394f43b4fec8815e4b92,740.0
b4cafb8fabcef776ee4b1108769b47ae,1542.0
bfa2cf122902aef8481770976e16e408,679.0
bfa75f5b708094727e17ff4ec9bb4f1c,6.7
c0980db7048da7ab8724b3d733cdc449,882.0
c1546d805c5e0a500643938cfeff117b,459.0
c23e171590482930d50c033857c85deb,58.4
c26c0e4d81f8dabd04bd61f7545ece54,590.0
c41906f7053eefe5d449b6b4507fb216,2932.0
c48c006cc34f94c1fb2aa8afd2c1cc9f,2828.0
c6a9e39db5f61068d017ee903b277478,82.6
c707bf13a0edadf77e273f5e862b4b95,614.0
c911e05e122d374b5c4e8af53751f999,2033.0
cdd6677f7c680eaddf4183ec4780e65d,711.0
cede91ea9b2186e794ef279d9aadd8f5,2438.0
d0861c31e8cc76e343df9aa7c2a26dec,20.6
d5f9f12e76db82f85d145c5c5e5b9af6,1151.0
d85964274bc133ecec1d771ed78e0f80,644.0
d899038e9957d3d2f73bf50547f78d04,643.0
d904c8fc4955920c3cdb9a2681648f3d,645.0
db108acc0931865fabea566b7edaa5c4,1128.0
dff0f80f3b67657d2e2f3d4f086a3c0f,2651.0
e03802b5209c43fd6ba9d5fefbd664ca,886.0
e0f31d8e55abaf717dea80886e72cb42,1531.0
e1b0640460ef6ca7edd7c0039805e515,457.0
e2cd000d3cc5a9067192e1b9f054d9c1,1550.0
e96391d1525cec70f0a1e65c2ae0e4ec,1516.0
ec65cd1d5b4b03d3d03e655f546d092a,1525.0
efb6d19e3c56fa371d59421e45e53a49,93.5
efbb2bc2e3c82743c650b6bc29a722bb,1555.0
f040548f17724acbc8219bf466b7fed2,2444.0
f1b0d27b392edf2469778d8885fc2375,810.0
f2096a3d2bb2743b500f6e6711cbf438,2003.0
f4f92c0415cf3360dbf1209032bba08d,527.0
f575abcdfc41c92620209cde9f332da2,2599.0
f80646cba3e7522337da486bbc45d92e,11.2
f83c8acd504b93200d7313d293a35f31,1574.0
fcc5914e9f71ef930cd32cb26b3563c4,273.0
